Iteration,Average Returns
0,-500.0
5,-500.0
10,-500.0
15,-500.0
20,-500.0
25,-500.0
30,-500.0
35,-500.0
40,-500.0
45,-500.0
50,-500.0
55,-500.0
60,-500.0
65,-500.0
70,-500.0
75,-500.0
80,-500.0
85,-500.0
90,-491.0
95,-169.0
100,-183.0
105,-183.0
110,-183.0
115,-183.0
120,-183.0
125,-183.0
130,-183.0
135,-183.0
140,-183.0
145,-183.0
