Iteration,Average Returns
0,0.0
1,0.0
2,0.0
3,0.1
4,0.05
5,0.0
6,0.05
7,0.0
8,0.05
9,0.0
10,0.0
11,0.0
12,0.0
13,0.05
14,0.0
15,0.1
16,0.0
17,0.0
18,0.05
19,0.0
20,0.1
21,0.0
22,0.0
23,0.0
24,0.0
25,0.05
26,0.05
27,0.05
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.05
35,0.0
36,0.0
37,0.05
38,0.05
39,0.0
40,0.05
41,0.05
42,0.0
43,0.0
44,0.05
45,0.05
46,0.05
47,0.05
48,0.1
49,0.05
