Average Returns,Iteration
-500.0,0
-500.0,5
-500.0,10
-500.0,15
-500.0,20
-500.0,25
-500.0,30
-500.0,35
-500.0,40
-500.0,45
-500.0,50
-303.0,55
-236.0,60
-500.0,65
-500.0,70
-426.0,75
-420.0,80
-417.0,85
-500.0,90
-420.0,95
-500.0,100
-414.0,105
-500.0,110
-229.0,115
-238.0,120
-500.0,125
-500.0,130
