Iteration,Average Returns
0,-500.0
5,-500.0
10,-500.0
15,-500.0
20,-500.0
25,-500.0
30,-500.0
35,-500.0
40,-500.0
45,-420.0
50,-409.0
55,-303.0
60,-223.0
65,-256.0
70,-228.0
75,-236.0
80,-244.0
85,-301.0
90,-243.0
95,-247.0
100,-228.0
105,-237.0
110,-233.0
115,-231.0
120,-306.0
125,-293.0
130,-230.0
135,-238.0
140,-241.0
145,-234.0
