Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
0	12.972800970077515	1000	2000	-30.486449955607664	-78.5293010907265	4	2000
1	30.889753818511963	1000	3000	-28.17253705483146	-28.17253705483146	8	3000
2	50.34421920776367	1000	4000	-28.17253705483146	-522.029630439982	9	4000
3	70.30495762825012	1000	5000	-28.17253705483146	-318.7418205417837	11	5000
4	90.6588237285614	1000	6000	-8.647127161248369	-17.94137996889465	19	6000
5	110.1216835975647	1000	7000	-8.647127161248369	-752.9277635282601	20	7000
6	129.40611958503723	1000	8000	5.265220334474493	-7.075476580468997	29	8000
7	148.63543558120728	1000	9000	5.265220334474493	-67.02513139508714	33	9000
8	168.78501272201538	1000	10000	5.265220334474493	-18.171309824201728	36	10000
9	188.8043463230133	1000	11000	5.265220334474493	-64.8917035915309	49	11000
10	208.56649565696716	1000	12000	5.265220334474493	-15.065217078984034	61	12000
11	228.81596732139587	1000	13000	5.265220334474493	-49.59662476154275	74	13000
12	251.09114265441895	1000	14000	5.265220334474493	-92.27922461185123	77	14000
13	271.9945638179779	1000	15000	5.265220334474493	-69.75444113968949	79	15000
14	292.7678973674774	1000	16000	5.265220334474493	-300.165085348872	82	16000
15	313.9776043891907	1000	17000	5.265220334474493	-38.52888548533714	90	17000
16	334.8674178123474	1000	18000	5.265220334474493	-19.199716438045826	93	18000
17	356.63127160072327	1000	19000	5.265220334474493	-25.362016047122356	97	19000
18	378.51731038093567	1000	20000	5.265220334474493	-17.80872287314434	105	20000
19	399.61554312705994	1000	21000	5.265220334474493	-858.7200928733395	106	21000
20	419.78016805648804	1000	22000	5.265220334474493	-101.5009143654055	109	22000
21	440.0360689163208	1000	23000	5.265220334474493	-77.77653056569822	112	23000
22	459.6823208332062	1000	24000	5.265220334474493	-102.3091526095158	124	24000
23	479.0698833465576	1000	25000	10.81159300778004	-7.051481704784713	133	25000
24	498.6251754760742	1000	26000	10.81159300778004	3.7797348619893327	135	26000
25	519.0758028030396	1000	27000	10.81159300778004	-30.901763703752618	141	27000
26	539.2388973236084	1000	28000	10.81159300778004	-10.257633182430588	145	28000
27	560.7765429019928	1000	29000	17.870902005679387	-18.97310175122135	154	29000
28	581.7099385261536	1000	30000	17.870902005679387	-89.60048942530798	156	30000
29	601.866800069809	1000	31000	17.870902005679387	-532.9546596376997	157	31000
30	623.1578476428986	1000	32000	17.870902005679387	-29.076427298318364	159	32000
31	643.0021243095398	1000	33000	17.870902005679387	-78.00373116298407	161	33000
32	662.693895816803	1000	34000	17.870902005679387	-23.815423965378532	163	34000
33	684.4958527088165	1000	35000	17.870902005679387	-15.20876559977647	164	35000
34	706.4094471931458	1000	36000	17.870902005679387	-376.67149633233174	165	36000
35	728.2648596763611	1000	37000	17.870902005679387	-57.59560948076923	168	37000
36	750.5145089626312	1000	38000	17.870902005679387	5.819670982811088	172	38000
37	772.7545692920685	1000	39000	27.884257667551747	27.884257667551747	176	39000
38	794.9507327079773	1000	40000	27.884257667551747	9.671719331607697	177	40000
39	816.4858596324921	1000	41000	27.884257667551747	-333.2951380713441	178	41000
40	837.0830314159393	1000	42000	27.884257667551747	25.743529014840277	180	42000
41	856.9956874847412	1000	43000	27.884257667551747	-123.57391248569684	181	43000
42	876.4882998466492	1000	44000	27.884257667551747	-13.29274241930906	185	44000
43	895.6666431427002	1000	45000	27.884257667551747	-166.1927653942164	186	45000
44	914.7567372322083	1000	46000	27.884257667551747	-52.36347493622225	187	46000
