Average Returns,Iteration
0.0,0
0.0,1
0.0,2
0.0,3
0.0,4
0.0,5
0.0,6
0.0,7
0.1,8
0.15,9
0.05,10
0.2,11
0.3,12
0.25,13
0.35,14
0.4,15
0.35,16
0.3,17
0.45,18
0.7,19
0.45,20
0.55,21
0.55,22
0.65,23
0.75,24
0.7,25
0.7,26
0.85,27
0.9,28
0.75,29
1.0,30
0.85,31
0.95,32
0.95,33
1.0,34
1.0,35
1.0,36
0.9,37
1.0,38
1.0,39
1.0,40
1.0,41
1.0,42
0.95,43
1.0,44
1.0,45
0.95,46
1.0,47
1.0,48
1.0,49
