Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	LastEpReturn	Episodes	TimestepsSoFar
86	1243.6311769485474	1000	88000	2246.8928449961795	735.2558774295948	584	88000
87	1257.7963690757751	1000	89000	2246.8928449961795	672.0028271909011	588	89000
88	1271.8470153808594	1000	90000	2246.8928449961795	819.0814980955232	591	90000
89	1285.9402792453766	1000	91000	2246.8928449961795	153.11689269110198	595	91000
90	1300.1950552463531	1000	92000	2246.8928449961795	216.85706429417883	599	92000
91	1314.288972377777	1000	93000	2246.8928449961795	174.25069388717353	602	93000
92	1328.3610558509827	1000	94000	2246.8928449961795	811.6522953102462	604	94000
93	1342.698074579239	1000	95000	2648.936291771349	910.1048039248232	606	95000
94	1356.892339706421	1000	96000	2648.936291771349	894.7643038717486	609	96000
95	1370.9756605625153	1000	97000	2648.936291771349	268.3573347815583	614	97000
96	1385.0426096916199	1000	98000	2648.936291771349	1331.2017805580501	616	98000
97	1399.2354726791382	1000	99000	2648.936291771349	1473.959867443141	617	99000
98	1413.332083940506	1000	100000	2648.936291771349	826.0349213251368	620	100000
99	1427.4443678855896	1000	101000	2648.936291771349	657.8537865858156	623	101000
100	1441.5418093204498	1000	102000	2648.936291771349	1421.1108981832142	626	102000
101	1455.77032828331	1000	103000	2648.936291771349	2003.3532696998388	627	103000
102	1469.8528785705566	1000	104000	2648.936291771349	266.2324547224956	630	104000
103	1483.9563217163086	1000	105000	2712.6037538581286	1199.185746856909	632	105000
104	1498.0625009536743	1000	106000	2712.6037538581286	1034.2096604885508	635	106000
105	1512.2227909564972	1000	107000	2712.6037538581286	1010.6262398701937	638	107000
106	1526.2886853218079	1000	108000	2712.6037538581286	809.2767219296236	640	108000
107	1540.4802412986755	1000	109000	2712.6037538581286	16.495064266164473	646	109000
108	1554.6840016841888	1000	110000	2712.6037538581286	721.4954387198703	649	110000
109	1569.092083454132	1000	111000	2712.6037538581286	645.9591270622923	652	111000
110	1583.2135863304138	1000	112000	2712.6037538581286	883.6132676445803	655	112000
111	1597.3303315639496	1000	113000	2712.6037538581286	1244.4703610802364	657	113000
112	1611.5484611988068	1000	114000	2712.6037538581286	570.1296605793722	661	114000
113	1625.6833913326263	1000	115000	2712.6037538581286	530.2968247174875	665	115000
114	1639.7577736377716	1000	116000	2712.6037538581286	679.5130406338402	669	116000
115	1653.853934288025	1000	117000	2712.6037538581286	1054.0798851119057	673	117000
116	1668.0230655670166	1000	118000	2712.6037538581286	839.8622550494422	678	118000
117	1682.1339011192322	1000	119000	2712.6037538581286	958.8607895070877	681	119000
118	1696.2683956623077	1000	120000	2712.6037538581286	129.5500339491872	687	120000
119	1710.4000301361084	1000	121000	2712.6037538581286	1682.5444722062336	689	121000
120	1724.6832530498505	1000	122000	2712.6037538581286	559.6572094357939	693	122000
121	1738.8171384334564	1000	123000	2712.6037538581286	133.1985364246497	698	123000
122	1752.973474264145	1000	124000	2712.6037538581286	280.7709828592885	703	124000
123	1767.32790184021	1000	125000	2712.6037538581286	929.8529279650841	707	125000
124	1781.5938067436218	1000	126000	2712.6037538581286	741.0964420003273	711	126000
125	1795.6366984844208	1000	127000	2712.6037538581286	809.914187073151	714	127000
126	1809.8017032146454	1000	128000	2712.6037538581286	755.4439714737891	718	128000
127	1824.1690170764923	1000	129000	2712.6037538581286	512.1349203494809	721	129000
128	1838.3751316070557	1000	130000	2712.6037538581286	881.0729980960423	725	130000
129	1852.490330696106	1000	131000	2712.6037538581286	26.0671250702312	732	131000
130	1866.7517964839935	1000	132000	2712.6037538581286	529.0678356071026	736	132000
131	1880.947024822235	1000	133000	2712.6037538581286	797.6527827938696	739	133000
132	1895.1047928333282	1000	134000	2712.6037538581286	352.55713959904114	743	134000
133	1909.3252303600311	1000	135000	2712.6037538581286	1108.3134453421778	747	135000
134	1923.7229959964752	1000	136000	2712.6037538581286	1028.4169153044852	750	136000
135	1938.0310924053192	1000	137000	2712.6037538581286	760.9575674537939	754	137000
136	1952.125211238861	1000	138000	2712.6037538581286	1170.6459708494287	757	138000
137	1966.2068347930908	1000	139000	2712.6037538581286	753.0766377044314	761	139000
138	1980.4350323677063	1000	140000	2712.6037538581286	849.0229182413826	765	140000
139	1994.5272724628448	1000	141000	2712.6037538581286	1036.2836354109186	768	141000
140	2008.7257318496704	1000	142000	2712.6037538581286	1025.522578706575	772	142000
141	2022.885589838028	1000	143000	2712.6037538581286	408.8909914474559	776	143000
142	2037.0972845554352	1000	144000	2712.6037538581286	1042.2618607069517	780	144000
143	2051.293112754822	1000	145000	2712.6037538581286	1267.4632819711258	783	145000
144	2065.3497359752655	1000	146000	2712.6037538581286	1173.189003406342	787	146000
145	2079.537083387375	1000	147000	2712.6037538581286	1127.8573706176594	789	147000
146	2093.6845762729645	1000	148000	2712.6037538581286	920.2825647466107	792	148000
147	2107.7857959270477	1000	149000	2712.6037538581286	985.2236611976364	795	149000
148	2121.911180973053	1000	150000	2712.6037538581286	1114.2424718769792	799	150000
149	2136.052215576172	1000	151000	2712.6037538581286	864.486372923195	802	151000
150	2150.294565677643	1000	152000	2712.6037538581286	937.8597945260525	807	152000
151	2164.361510038376	1000	153000	2712.6037538581286	1116.6650218899329	810	153000
152	2178.6087760925293	1000	154000	2712.6037538581286	783.1711161216107	813	154000
153	2192.950001478195	1000	155000	2712.6037538581286	670.8702383512839	816	155000
154	2207.211931705475	1000	156000	2712.6037538581286	830.9851479305737	819	156000
155	2221.341475248337	1000	157000	2712.6037538581286	1177.8085316606096	822	157000
156	2235.483695268631	1000	158000	2712.6037538581286	977.7852375118756	825	158000
157	2249.8326845169067	1000	159000	2712.6037538581286	884.8350402091122	828	159000
158	2264.121272087097	1000	160000	2712.6037538581286	964.9477788647083	832	160000
159	2278.263165473938	1000	161000	2712.6037538581286	1477.486727414032	834	161000
160	2292.4932589530945	1000	162000	2712.6037538581286	1167.5061214897898	837	162000
161	2306.8265895843506	1000	163000	2712.6037538581286	618.1392003487682	841	163000
162	2320.93700504303	1000	164000	2712.6037538581286	849.8939477007269	844	164000
163	2334.987088918686	1000	165000	2712.6037538581286	781.4177875119536	847	165000
164	2349.2577617168427	1000	166000	2712.6037538581286	1240.3247390895367	850	166000
165	2363.4238891601562	1000	167000	2712.6037538581286	1024.1591325232073	853	167000
166	2377.5180654525757	1000	168000	2712.6037538581286	983.4589997083169	856	168000
167	2391.6441099643707	1000	169000	2712.6037538581286	935.7705514673127	860	169000
168	2406.2376461029053	1000	170000	2712.6037538581286	1086.6787771988088	863	170000
169	2420.8865859508514	1000	171000	2712.6037538581286	883.8259785111871	866	171000
170	2435.409812927246	1000	172000	2712.6037538581286	328.52660057615435	870	172000
171	2449.6964206695557	1000	173000	2712.6037538581286	702.4270454440373	874	173000
172	2464.1032643318176	1000	174000	2712.6037538581286	890.1899843524744	877	174000
173	2478.444610595703	1000	175000	2712.6037538581286	1854.0948693048647	879	175000
174	2492.487186908722	1000	176000	2712.6037538581286	1331.3103170937395	882	176000
175	2506.77494096756	1000	177000	2712.6037538581286	1103.9215633094448	885	177000
176	2520.771007537842	1000	178000	2712.6037538581286	132.52704455168646	889	178000
177	2534.9254167079926	1000	179000	2712.6037538581286	1039.4080162354335	892	179000
178	2548.9248991012573	1000	180000	2712.6037538581286	691.3998444246636	895	180000
179	2563.10578584671	1000	181000	2712.6037538581286	602.2048006865053	899	181000
180	2577.152825832367	1000	182000	2712.6037538581286	1170.5884710384737	903	182000
181	2591.8040914535522	1000	183000	2712.6037538581286	726.6299416081188	906	183000
182	2605.790508747101	1000	184000	2712.6037538581286	991.2462212245586	910	184000
183	2620.113883972168	1000	185000	2712.6037538581286	903.1727000456921	914	185000
184	2634.3049924373627	1000	186000	2712.6037538581286	1367.06101383866	916	186000
185	2648.4902803897858	1000	187000	2712.6037538581286	988.4526145226655	919	187000
186	2662.6604816913605	1000	188000	2712.6037538581286	1416.6950527866254	921	188000
187	2676.847461462021	1000	189000	2712.6037538581286	1070.093386292697	925	189000
188	2690.903469324112	1000	190000	2712.6037538581286	900.7214050837355	928	190000
189	2704.975593328476	1000	191000	2712.6037538581286	1310.5465637979644	931	191000
190	2719.6236221790314	1000	192000	2712.6037538581286	730.189705739353	935	192000
191	2734.219207048416	1000	193000	2712.6037538581286	705.9090540776393	938	193000
192	2749.024474620819	1000	194000	2712.6037538581286	1344.7760174365321	941	194000
193	2763.1044957637787	1000	195000	2712.6037538581286	1006.2370111591987	945	195000
194	2777.8217663764954	1000	196000	2712.6037538581286	1079.3893022119137	948	196000
195	2792.2853984832764	1000	197000	2712.6037538581286	853.285958109765	951	197000
196	2806.6236143112183	1000	198000	2712.6037538581286	1348.7233582412753	955	198000
197	2821.0904598236084	1000	199000	2712.6037538581286	813.7925294075767	958	199000
198	2835.661851644516	1000	200000	2712.6037538581286	1294.7622758755087	962	200000
199	2850.7632205486298	1000	201000	2712.6037538581286	823.0028995256791	965	201000
200	2864.926481962204	1000	202000	2712.6037538581286	907.7705532483463	968	202000
201	2879.544377565384	1000	203000	2712.6037538581286	1067.2256800689106	971	203000
202	2894.5182321071625	1000	204000	2712.6037538581286	900.9546208460193	975	204000
203	2909.151496887207	1000	205000	2712.6037538581286	1109.9798849537508	977	205000
204	2924.1589777469635	1000	206000	2712.6037538581286	806.7894806733744	981	206000
205	2939.063904285431	1000	207000	2712.6037538581286	1321.785001502381	984	207000
206	2954.040274620056	1000	208000	2712.6037538581286	848.9923437680078	987	208000
207	2968.6113324165344	1000	209000	2712.6037538581286	1050.698560780955	991	209000
208	2982.494321346283	1000	210000	2712.6037538581286	1798.6252327774826	993	210000
209	2996.6786267757416	1000	211000	2712.6037538581286	1303.637053509084	996	211000
210	3011.2288489341736	1000	212000	2712.6037538581286	570.5180418185391	1001	212000
211	3025.339956521988	1000	213000	2712.6037538581286	832.9464098111698	1004	213000
212	3039.792813062668	1000	214000	2712.6037538581286	1142.6655682516457	1008	214000
213	3054.063550710678	1000	215000	2712.6037538581286	795.0041862489437	1011	215000
214	3068.226431131363	1000	216000	2712.6037538581286	969.9073484157051	1014	216000
215	3082.49476647377	1000	217000	2712.6037538581286	1246.513177788844	1018	217000
216	3096.7277138233185	1000	218000	2712.6037538581286	941.2682704986657	1021	218000
217	3110.9233746528625	1000	219000	2712.6037538581286	893.9576198098891	1025	219000
218	3125.7117195129395	1000	220000	2712.6037538581286	1054.0719012993786	1028	220000
219	3140.546062231064	1000	221000	2712.6037538581286	1085.3799268436476	1031	221000
220	3155.4079258441925	1000	222000	2712.6037538581286	1078.4505550517288	1034	222000
221	3170.312340259552	1000	223000	2712.6037538581286	935.5401724735173	1038	223000
222	3184.90873169899	1000	224000	2712.6037538581286	1110.6605198516916	1042	224000
223	3200.061538696289	1000	225000	2712.6037538581286	681.21062617105	1046	225000
224	3214.7739038467407	1000	226000	2712.6037538581286	715.280452469842	1049	226000
225	3229.3304562568665	1000	227000	2712.6037538581286	997.4816271625439	1053	227000
226	3244.4922223091125	1000	228000	2712.6037538581286	672.8658287879393	1056	228000
227	3259.106501340866	1000	229000	2712.6037538581286	929.0450841766664	1059	229000
228	3273.5547745227814	1000	230000	2712.6037538581286	739.835635431922	1063	230000
229	3288.950998544693	1000	231000	2712.6037538581286	871.800141586946	1067	231000
230	3303.407623529434	1000	232000	2712.6037538581286	946.144887006016	1070	232000
231	3317.76939702034	1000	233000	2712.6037538581286	1080.380479999831	1073	233000
232	3332.1396095752716	1000	234000	2712.6037538581286	588.2587453385116	1077	234000
233	3346.6392192840576	1000	235000	2712.6037538581286	943.4404262246445	1080	235000
234	3360.8810720443726	1000	236000	2712.6037538581286	774.7346177849906	1084	236000
235	3375.3932812213898	1000	237000	2712.6037538581286	798.6694647233044	1087	237000
236	3389.9996757507324	1000	238000	2712.6037538581286	921.9558075112004	1090	238000
237	3404.364891052246	1000	239000	2712.6037538581286	1314.0289643438146	1094	239000
238	3419.3278136253357	1000	240000	2712.6037538581286	931.4520122020325	1097	240000
239	3434.0345997810364	1000	241000	2712.6037538581286	1155.432513530218	1101	241000
240	3448.5073125362396	1000	242000	2712.6037538581286	703.1482389484147	1105	242000
241	3462.813682079315	1000	243000	2712.6037538581286	858.5779006426694	1108	243000
242	3476.8740260601044	1000	244000	2712.6037538581286	1096.6476472812753	1111	244000
243	3491.827773332596	1000	245000	2712.6037538581286	691.582722318941	1115	245000
244	3506.368572473526	1000	246000	2712.6037538581286	817.500993362407	1119	246000
245	3521.5942118167877	1000	247000	2712.6037538581286	1185.2766184065874	1123	247000
246	3537.5084245204926	1000	248000	2712.6037538581286	925.3805404564131	1126	248000
247	3553.0801351070404	1000	249000	2712.6037538581286	663.094438852242	1130	249000
248	3568.163325548172	1000	250000	2712.6037538581286	634.876598259396	1134	250000
249	3583.1405444145203	1000	251000	2712.6037538581286	869.5015369956516	1137	251000
250	3598.2149271965027	1000	252000	2712.6037538581286	1670.858832308394	1140	252000
251	3613.1756443977356	1000	253000	2712.6037538581286	1047.3280411927904	1142	253000
252	3627.746610879898	1000	254000	2712.6037538581286	1028.1820644453398	1144	254000
253	3642.4531552791595	1000	255000	2889.6838294714603	2889.6838294714603	1145	255000
254	3657.158465862274	1000	256000	3029.7475025634085	1109.6743836995772	1148	256000
255	3671.7282190322876	1000	257000	3029.7475025634085	889.5444306693265	1152	257000
256	3686.1908740997314	1000	258000	3029.7475025634085	767.8372597166596	1156	258000
257	3700.5825958251953	1000	259000	3029.7475025634085	2432.8394145973407	1158	259000
258	3715.127785921097	1000	260000	3029.7475025634085	586.2649180262446	1161	260000
259	3729.425337791443	1000	261000	3029.7475025634085	1466.79221361565	1164	261000
260	3744.067779779434	1000	262000	3029.7475025634085	1034.1005105231643	1166	262000
261	3758.517796754837	1000	263000	3029.7475025634085	933.0943725769301	1168	263000
262	3772.8898272514343	1000	264000	3029.7475025634085	1345.7358934951985	1170	264000
263	3787.626346349716	1000	265000	3029.7475025634085	698.2812038132098	1173	265000
264	3802.8025131225586	1000	266000	3029.7475025634085	858.9281559651233	1177	266000
265	3817.477664232254	1000	267000	3029.7475025634085	619.020901956257	1180	267000
266	3831.9803104400635	1000	268000	3029.7475025634085	1036.6628671942217	1183	268000
267	3846.589217185974	1000	269000	3029.7475025634085	1026.4337680848555	1186	269000
268	3861.0771605968475	1000	270000	3029.7475025634085	793.3190705883472	1189	270000
269	3875.3115549087524	1000	271000	3088.3609137181065	939.1204489045444	1191	271000
270	3889.814827442169	1000	272000	3088.3609137181065	880.3185012062338	1195	272000
271	3904.4649682044983	1000	273000	3088.3609137181065	1089.7602505584407	1198	273000
272	3919.053265094757	1000	274000	3088.3609137181065	951.3964555457138	1200	274000
273	3933.773234605789	1000	275000	3088.3609137181065	1406.6710484194607	1204	275000
274	3947.8841466903687	1000	276000	3088.3609137181065	631.9014021709334	1207	276000
275	3962.6443417072296	1000	277000	3088.3609137181065	981.8784239982265	1211	277000
276	3977.1672871112823	1000	278000	3088.3609137181065	1171.6522562287093	1214	278000
277	3991.402958869934	1000	279000	3088.3609137181065	2949.6940095947944	1215	279000
278	4005.915519952774	1000	280000	3088.3609137181065	874.7722476993401	1217	280000
279	4020.220844745636	1000	281000	3088.3609137181065	2060.4932898496218	1219	281000
280	4034.6093327999115	1000	282000	3088.3609137181065	1652.1719376011208	1221	282000
281	4049.229606151581	1000	283000	3088.3609137181065	813.8963723677235	1223	283000
282	4063.853823661804	1000	284000	3088.3609137181065	2970.0370186910654	1224	284000
283	4079.28306388855	1000	285000	3088.3609137181065	999.4040984320192	1227	285000
284	4095.171080350876	1000	286000	3088.3609137181065	816.5181457578874	1230	286000
285	4110.625715017319	1000	287000	3088.3609137181065	1170.2662222892593	1233	287000
286	4125.343161582947	1000	288000	3088.3609137181065	646.9513562787175	1236	288000
287	4139.763420343399	1000	289000	3088.3609137181065	1153.903319119224	1239	289000
288	4155.057279586792	1000	290000	3088.3609137181065	1280.5660948101402	1241	290000
289	4170.610137939453	1000	291000	3088.3609137181065	608.6244065896466	1244	291000
290	4185.971146583557	1000	292000	3088.3609137181065	924.9889939665934	1246	292000
291	4201.392835378647	1000	293000	3113.394579267439	741.1539244789924	1249	293000
292	4215.716104745865	1000	294000	3113.394579267439	1396.6920565719352	1252	294000
293	4230.421227693558	1000	295000	3113.394579267439	992.6169785042176	1255	295000
294	4245.2068746089935	1000	296000	3113.394579267439	1338.8926405477666	1258	296000
295	4258.78040266037	1000	297000	3113.394579267439	860.2901765760404	1261	297000
296	4272.1866047382355	1000	298000	3113.394579267439	1696.1097168816211	1263	298000
297	4286.175938129425	1000	299000	3113.394579267439	990.7601179120444	1266	299000
298	4299.979771852493	1000	300000	3113.394579267439	695.6439053193996	1268	300000
299	4313.960058689117	1000	301000	3113.394579267439	1045.284835579296	1271	301000
300	4328.031931400299	1000	302000	3113.394579267439	1041.0799528851865	1273	302000
301	4341.595511198044	1000	303000	3113.394579267439	760.4718998025586	1275	303000
302	4355.948270559311	1000	304000	3113.394579267439	959.1433709519711	1278	304000
303	4370.571841001511	1000	305000	3113.394579267439	170.3129409364499	1280	305000
304	4385.280819177628	1000	306000	3113.394579267439	890.6314015806155	1283	306000
305	4400.04509472847	1000	307000	3113.394579267439	573.4015453646041	1286	307000
306	4414.405204772949	1000	308000	3113.394579267439	1658.0297240699233	1289	308000
307	4428.655583381653	1000	309000	3113.394579267439	1188.102966747641	1292	309000
308	4443.159687757492	1000	310000	3113.394579267439	968.3272808514346	1294	310000
309	4457.275305509567	1000	311000	3113.394579267439	2014.4468267390264	1296	311000
310	4471.535833835602	1000	312000	3113.394579267439	766.5237827481944	1298	312000
311	4485.782975196838	1000	313000	3113.394579267439	402.5950814016409	1302	313000
312	4500.141758918762	1000	314000	3113.394579267439	194.0898751147612	1306	314000
313	4514.26407790184	1000	315000	3113.394579267439	1198.4430934754294	1309	315000
314	4528.471462249756	1000	316000	3113.394579267439	1133.6772700197207	1311	316000
315	4542.6156549453735	1000	317000	3113.394579267439	1921.204566877491	1313	317000
316	4556.873280286789	1000	318000	3113.394579267439	1004.8277367232524	1316	318000
317	4571.486060857773	1000	319000	3113.394579267439	2828.5043805959913	1317	319000
318	4586.651364803314	1000	320000	3113.394579267439	984.5413886995215	1320	320000
319	4601.278251171112	1000	321000	3113.394579267439	1937.5853269178901	1322	321000
320	4616.245452642441	1000	322000	3113.394579267439	959.584729254199	1326	322000
321	4630.584653139114	1000	323000	3113.394579267439	1240.6555994095133	1328	323000
322	4644.766114234924	1000	324000	3113.394579267439	597.1567032896119	1331	324000
323	4659.000603437424	1000	325000	3113.394579267439	1315.5734959892056	1334	325000
324	4673.4619698524475	1000	326000	3113.394579267439	1513.7247787599017	1337	326000
325	4687.814764499664	1000	327000	3113.394579267439	1010.0297550391196	1340	327000
326	4702.182665109634	1000	328000	3113.394579267439	1550.1349240471422	1342	328000
327	4716.529109239578	1000	329000	3113.394579267439	727.1337640197703	1345	329000
328	4730.923421382904	1000	330000	3113.394579267439	1640.4771130531526	1348	330000
329	4745.0036277771	1000	331000	3113.394579267439	1326.0410496686031	1350	331000
330	4759.200614452362	1000	332000	3113.394579267439	577.220701791882	1353	332000
331	4773.314912557602	1000	333000	3113.394579267439	1138.6443965782428	1357	333000
332	4787.600867986679	1000	334000	3113.394579267439	975.9007099324479	1359	334000
333	4801.718359708786	1000	335000	3113.394579267439	803.2381734656016	1362	335000
334	4815.816780328751	1000	336000	3113.394579267439	1111.3148592455113	1365	336000
335	4830.021024942398	1000	337000	3113.394579267439	1004.8490720332863	1368	337000
336	4844.3393359184265	1000	338000	3113.394579267439	865.204893280061	1372	338000
337	4858.726626157761	1000	339000	3113.394579267439	1483.7029995669825	1374	339000
338	4873.078848361969	1000	340000	3113.394579267439	923.3953929365305	1377	340000
339	4887.4666657447815	1000	341000	3113.394579267439	923.7896604223436	1381	341000
340	4902.063915014267	1000	342000	3113.394579267439	1247.244246821056	1384	342000
341	4916.811626195908	1000	343000	3113.394579267439	743.6416582066639	1387	343000
342	4931.304061412811	1000	344000	3113.394579267439	742.1523011494943	1390	344000
343	4945.71325302124	1000	345000	3113.394579267439	759.6903985984111	1393	345000
344	4960.391067743301	1000	346000	3113.394579267439	584.7954060352188	1396	346000
345	4974.805457830429	1000	347000	3113.394579267439	927.4638318238809	1400	347000
346	4988.9960107803345	1000	348000	3113.394579267439	1063.4107732755751	1403	348000
347	5003.052808046341	1000	349000	3113.394579267439	1101.4522796910308	1406	349000
348	5017.337823390961	1000	350000	3113.394579267439	525.8173997201825	1410	350000
349	5031.445744752884	1000	351000	3113.394579267439	966.537285334152	1413	351000
350	5045.7830901145935	1000	352000	3113.394579267439	1169.7621189273875	1416	352000
351	5059.655867099762	1000	353000	3113.394579267439	651.0040908688436	1419	353000
352	5074.062188625336	1000	354000	3113.394579267439	636.7576499462684	1424	354000
353	5088.590821266174	1000	355000	3113.394579267439	880.3457910327805	1426	355000
354	5102.985556364059	1000	356000	3113.394579267439	1027.9645767475024	1430	356000
355	5117.253448486328	1000	357000	3113.394579267439	1139.342623698335	1433	357000
356	5131.74808049202	1000	358000	3113.394579267439	805.2241304374423	1436	358000
357	5146.154139280319	1000	359000	3113.394579267439	1142.15479280243	1439	359000
358	5160.329865932465	1000	360000	3113.394579267439	1002.6070032873081	1442	360000
