Average Returns,Iteration
-500.0,0
-500.0,5
-500.0,10
-500.0,15
-238.0,20
-346.0,25
-274.0,30
-496.0,35
-412.0,40
-192.0,45
-138.0,50
-131.0,55
-143.0,60
-147.0,65
-138.0,70
-153.0,75
-150.0,80
-152.0,85
-147.0,90
-145.0,95
-148.0,100
-149.0,105
-146.0,110
-150.0,115
-150.0,120
-147.0,125
-146.0,130
-147.0,135
-150.0,140
-148.0,145
