Average Returns,Iteration
0.0,0
0.0,1
0.0,2
0.15,3
0.05,4
0.0,5
0.05,6
0.0,7
0.0,8
0.0,9
0.0,10
0.0,11
0.0,12
0.0,13
0.05,14
0.0,15
0.05,16
0.05,17
0.0,18
0.0,19
0.0,20
0.05,21
0.05,22
0.0,23
0.0,24
0.05,25
0.05,26
0.05,27
0.0,28
0.0,29
0.0,30
0.0,31
0.0,32
0.0,33
0.05,34
0.05,35
0.05,36
0.1,37
0.0,38
0.0,39
0.0,40
0.05,41
0.05,42
0.0,43
0.1,44
0.1,45
0.05,46
0.0,47
0.05,48
0.0,49
