Iteration,Average Returns
0,6.0
10,6.0
20,6.0
30,6.0
40,6.0
50,6.0
60,6.0
70,6.0
80,6.0
90,6.0
100,12.0
110,6.0
120,8.0
130,12.0
140,20.0
150,6.0
160,6.0
170,6.0
180,13.0
190,63.0
200,6.0
210,60.0
220,134.0
230,87.0
240,145.0
249,140.0
